participant, method, gaze, completion, cur_finger, prev_finger, type, duration_ms, cand_total, cand_index, time_since_1970_ms
zhenyi10,TapGazer,GS,WC,o,l,tap,147.0194,0,0,1605976182622.4500
zhenyi10,TapGazer,GS,WC,s,o,tap,32.9110,0,0,1605976182655.3700
zhenyi10,TapGazer,GS,WC,e,s,tap,67.4018,0,0,1605976182722.7700
zhenyi10,TapGazer,GS,WC,d,e,tap,178.4033,0,0,1605976182901.1700
zhenyi10,TapGazer,GS,WC,space,d,selection,344.7765,1,0,1605976183245.9500
zhenyi10,TapGazer,GS,WC,t,space,tap,427.7210,0,0,1605976183673.6700
zhenyi10,TapGazer,GS,WC,o,t,tap,73.4042,0,0,1605976183747.0700
zhenyi10,TapGazer,GS,WC,d,o,tap,117.2712,0,0,1605976183864.3400
zhenyi10,TapGazer,GS,WC,a,d,tap,46.8751,0,0,1605976183911.2200
zhenyi10,TapGazer,GS,WC,y,a,tap,101.3510,0,0,1605976184012.5700
zhenyi10,TapGazer,GS,WC,space,y,selection,268.9349,1,0,1605976184281.5000
zhenyi10,TapGazer,GS,WC,m,,tap,0.0000,0,0,1605976184879.1100
zhenyi10,TapGazer,GS,WC,a,m,tap,165.8223,0,0,1605976185044.9300
zhenyi10,TapGazer,GS,WC,r,a,tap,114.4499,0,0,1605976185159.3800
zhenyi10,TapGazer,GS,WC,y,r,tap,117.6905,0,0,1605976185277.0700
zhenyi10,TapGazer,GS,WC,space,y,selection,337.1233,9,-1,1605976185614.2000
zhenyi10,TapGazer,GS,WC,a,space,tap,257.0348,0,0,1605976185871.2300
zhenyi10,TapGazer,GS,WC,caps,a,deletion,505.7276,0,0,1605976186376.9600
zhenyi10,TapGazer,GS,WC,h,caps,tap,221.0505,0,0,1605976186598.0100
zhenyi10,TapGazer,GS,WC,a,h,tap,88.9353,0,0,1605976186686.9500
zhenyi10,TapGazer,GS,WC,d,a,tap,101.5308,0,0,1605976186788.4800
zhenyi10,TapGazer,GS,WC,space,d,selection,386.5949,6,0,1605976187175.0700
zhenyi10,TapGazer,GS,WC,a,space,tap,166.6591,0,0,1605976187341.7300
zhenyi10,TapGazer,GS,WC,space,a,selection,136.2869,10,0,1605976187478.0200
zhenyi10,TapGazer,GS,WC,l,space,tap,292.7328,0,0,1605976187770.7500
zhenyi10,TapGazer,GS,WC,i,l,tap,55.8774,0,0,1605976187826.6300
zhenyi10,TapGazer,GS,WC,t,i,tap,133.7340,0,0,1605976187960.3600
zhenyi10,TapGazer,GS,WC,t,t,tap,123.6944,0,0,1605976188084.0600
zhenyi10,TapGazer,GS,WC,l,t,tap,90.3680,0,0,1605976188174.4200
zhenyi10,TapGazer,GS,WC,e,l,tap,88.1913,0,0,1605976188262.6200
zhenyi10,TapGazer,GS,WC,space,e,selection,345.1176,1,0,1605976188607.7300
zhenyi10,TapGazer,GS,WC,l,space,tap,436.6143,0,0,1605976189044.3500
zhenyi10,TapGazer,GS,WC,a,l,tap,69.5312,0,0,1605976189113.8800
zhenyi10,TapGazer,GS,WC,m,a,tap,306.8252,0,0,1605976189420.7000
zhenyi10,TapGazer,GS,WC,b,m,tap,247.3599,0,0,1605976189668.0600
zhenyi10,TapGazer,GS,WC,space,b,selection,431.9145,1,0,1605976190099.9800
zhenyi10,TapGazer,GS,WC,t,,tap,0.0000,0,0,1605976190988.9000
zhenyi10,TapGazer,GS,WC,e,t,tap,88.7322,0,0,1605976191077.6400
zhenyi10,TapGazer,GS,WC,a,e,tap,68.8158,0,0,1605976191146.4500
zhenyi10,TapGazer,GS,WC,c,a,tap,175.1515,0,0,1605976191321.6000
zhenyi10,TapGazer,GS,WC,h,c,tap,67.9022,0,0,1605976191389.5100
zhenyi10,TapGazer,GS,WC,i,h,tap,53.8928,0,0,1605976191443.4000
zhenyi10,TapGazer,GS,WC,n,i,tap,144.6905,0,0,1605976191588.0900
zhenyi10,TapGazer,GS,WC,g,n,tap,90.6409,0,0,1605976191678.7300
zhenyi10,TapGazer,GS,WC,space,g,selection,259.9077,2,0,1605976191938.6400
zhenyi10,TapGazer,GS,WC,s,space,tap,522.8150,0,0,1605976192461.4500
zhenyi10,TapGazer,GS,WC,s,s,tap,155.0832,0,0,1605976192616.5400
zhenyi10,TapGazer,GS,WC,e,s,tap,42.4381,0,0,1605976192658.9700
zhenyi10,TapGazer,GS,WC,r,e,tap,77.5843,0,0,1605976192736.5600
zhenyi10,TapGazer,GS,WC,v,r,tap,237.3648,0,0,1605976192973.9200
zhenyi10,TapGazer,GS,WC,i,v,tap,86.7675,0,0,1605976193060.6900
zhenyi10,TapGazer,GS,WC,c,i,tap,111.4305,0,0,1605976193172.1200
zhenyi10,TapGazer,GS,WC,caps,c,deletion,306.3857,0,0,1605976193478.5100
zhenyi10,TapGazer,GS,WC,s,caps,tap,345.8095,0,0,1605976193824.3200
zhenyi10,TapGazer,GS,WC,e,s,tap,78.9184,0,0,1605976193903.2300
zhenyi10,TapGazer,GS,WC,r,e,tap,78.8544,0,0,1605976193982.0900
zhenyi10,TapGazer,GS,WC,v,r,tap,188.0162,0,0,1605976194170.1100
zhenyi10,TapGazer,GS,WC,i,v,tap,89.7694,0,0,1605976194259.8700
zhenyi10,TapGazer,GS,WC,c,i,tap,78.7924,0,0,1605976194338.6700
zhenyi10,TapGazer,GS,WC,e,c,tap,167.6628,0,0,1605976194506.3300
zhenyi10,TapGazer,GS,WC,space,e,selection,345.7931,2,1,1605976194852.1200
zhenyi10,TapGazer,GS,WC,w,space,tap,390.7951,0,0,1605976195242.9200
zhenyi10,TapGazer,GS,WC,i,w,tap,90.9437,0,0,1605976195333.8600
zhenyi10,TapGazer,GS,WC,l,i,tap,132.9794,0,0,1605976195466.8400
zhenyi10,TapGazer,GS,WC,l,l,tap,139.7924,0,0,1605976195606.6300
zhenyi10,TapGazer,GS,WC,space,l,selection,235.5836,7,0,1605976195842.2200
zhenyi10,TapGazer,GS,WC,h,space,tap,144.6137,0,0,1605976195986.8300
zhenyi10,TapGazer,GS,WC,e,h,tap,66.8210,0,0,1605976196053.6500
zhenyi10,TapGazer,GS,WC,l,e,tap,104.8278,0,0,1605976196158.4800
zhenyi10,TapGazer,GS,WC,p,l,tap,133.6460,0,0,1605976196292.1300
zhenyi10,TapGazer,GS,WC,space,p,selection,369.8096,5,0,1605976196661.9400
zhenyi10,TapGazer,GS,WC,w,,tap,0.0000,0,0,1605976197320.9000
zhenyi10,TapGazer,GS,WC,e,w,tap,77.7905,0,0,1605976197398.6900
zhenyi10,TapGazer,GS,WC,space,e,selection,279.4293,10,0,1605976197678.1200
zhenyi10,TapGazer,GS,WC,a,space,tap,370.0530,0,0,1605976198048.1700
zhenyi10,TapGazer,GS,WC,c,a,tap,355.9533,0,0,1605976198404.1300
zhenyi10,TapGazer,GS,WC,c,c,tap,117.6872,0,0,1605976198521.8100
zhenyi10,TapGazer,GS,WC,e,c,tap,168.0508,0,0,1605976198689.8700
zhenyi10,TapGazer,GS,WC,t,e,tap,346.1414,0,0,1605976199036.0100
zhenyi10,TapGazer,GS,WC,p,t,tap,23.9342,0,0,1605976199059.9400
zhenyi10,TapGazer,GS,WC,space,p,selection,596.5104,5,0,1605976199656.4500
zhenyi10,TapGazer,GS,WC,p,space,tap,502.3470,0,0,1605976200158.8000
zhenyi10,TapGazer,GS,WC,e,p,tap,90.2812,0,0,1605976200249.0800
zhenyi10,TapGazer,GS,WC,r,e,tap,97.3950,0,0,1605976200346.4700
zhenyi10,TapGazer,GS,WC,s,r,tap,189.1521,0,0,1605976200535.6300
zhenyi10,TapGazer,GS,WC,o,s,tap,90.5129,0,0,1605976200626.1400
zhenyi10,TapGazer,GS,WC,n,o,tap,65.5811,0,0,1605976200691.7200
zhenyi10,TapGazer,GS,WC,a,n,tap,45.4284,0,0,1605976200737.1500
zhenyi10,TapGazer,GS,WC,l,a,tap,113.2942,0,0,1605976200850.4400
zhenyi10,TapGazer,GS,WC,space,l,selection,255.3115,3,0,1605976201106.7500
zhenyi10,TapGazer,GS,WC,s,space,tap,288.5782,0,0,1605976201395.3300
zhenyi10,TapGazer,GS,WC,caps,s,deletion,489.7021,0,0,1605976201885.0300
zhenyi10,TapGazer,GS,WC,c,caps,tap,228.0753,0,0,1605976202113.1100
zhenyi10,TapGazer,GS,WC,h,c,tap,78.5259,0,0,1605976202191.6300
zhenyi10,TapGazer,GS,WC,e,h,tap,122.6735,0,0,1605976202314.3100
zhenyi10,TapGazer,GS,WC,c,e,tap,166.5535,0,0,1605976202480.8600
zhenyi10,TapGazer,GS,WC,k,c,tap,89.9334,0,0,1605976202570.7900
zhenyi10,TapGazer,GS,WC,s,k,tap,122.3427,0,0,1605976202693.1400
zhenyi10,TapGazer,GS,WC,space,s,selection,312.5079,1,0,1605976203005.6400
zhenyi10,TapGazer,GS,WC,t,,tap,0.0000,0,0,1605976203575.7900
zhenyi10,TapGazer,GS,WC,h,t,tap,56.0319,0,0,1605976203631.8200
zhenyi10,TapGazer,GS,WC,i,h,tap,67.3850,0,0,1605976203699.2100
zhenyi10,TapGazer,GS,WC,s,i,tap,77.4068,0,0,1605976203776.6200
zhenyi10,TapGazer,GS,WC,space,s,selection,189.5178,1,0,1605976203966.1300
zhenyi10,TapGazer,GS,WC,i,space,tap,145.9389,0,0,1605976204112.0700
zhenyi10,TapGazer,GS,WC,s,i,tap,118.6759,0,0,1605976204230.7500
zhenyi10,TapGazer,GS,WC,space,s,selection,357.2051,10,0,1605976204587.9500
zhenyi10,TapGazer,GS,WC,a,space,tap,258.9144,0,0,1605976204846.8700
zhenyi10,TapGazer,GS,WC,space,a,selection,381.5052,10,0,1605976205228.3700
zhenyi10,TapGazer,GS,WC,n,space,tap,191.0009,0,0,1605976205419.3700
zhenyi10,TapGazer,GS,WC,o,n,tap,55.7755,0,0,1605976205475.1500
zhenyi10,TapGazer,GS,WC,n,o,tap,135.1777,0,0,1605976205610.3300
zhenyi10,TapGazer,GS,WC,space,n,selection,266.5780,10,1,1605976205876.9000
zhenyi10,TapGazer,GS,WC,p,space,tap,123.2444,0,0,1605976206000.1500
zhenyi10,TapGazer,GS,WC,r,p,tap,77.3803,0,0,1605976206077.5300
zhenyi10,TapGazer,GS,WC,o,r,tap,90.4871,0,0,1605976206168.0200
zhenyi10,TapGazer,GS,WC,f,o,tap,248.4555,0,0,1605976206416.4700
zhenyi10,TapGazer,GS,WC,i,f,tap,125.6785,0,0,1605976206542.1500
zhenyi10,TapGazer,GS,WC,t,i,tap,1209.2219,0,0,1605976207751.3700
zhenyi10,TapGazer,GS,WC,space,t,selection,405.2772,3,0,1605976208156.6500
zhenyi10,TapGazer,GS,WC,o,space,tap,503.3155,0,0,1605976208659.9700
zhenyi10,TapGazer,GS,WC,r,o,tap,88.4926,0,0,1605976208748.4600
zhenyi10,TapGazer,GS,WC,g,r,tap,177.0963,0,0,1605976208925.5500
zhenyi10,TapGazer,GS,WC,a,g,tap,56.0037,0,0,1605976208981.5600
zhenyi10,TapGazer,GS,WC,z,a,tap,203.5237,0,0,1605976209185.0800
zhenyi10,TapGazer,GS,WC,n,z,tap,0.0000,0,0,1605976209185.0800
zhenyi10,TapGazer,GS,WC,i,n,tap,117.9914,0,0,1605976209303.0700
zhenyi10,TapGazer,GS,WC,space,i,selection,573.1558,10,0,1605976209876.2300
zhenyi10,TapGazer,GS,WC,u,,tap,0.0000,0,0,1605976210473.1900
zhenyi10,TapGazer,GS,WC,s,u,tap,81.7805,0,0,1605976210554.9700
zhenyi10,TapGazer,GS,WC,e,s,tap,74.8012,0,0,1605976210629.7700
zhenyi10,TapGazer,GS,WC,r,e,tap,55.8493,0,0,1605976210685.6200
zhenyi10,TapGazer,GS,WC,space,r,selection,295.2112,3,0,1605976210980.8300
zhenyi10,TapGazer,GS,WC,f,space,tap,172.6147,0,0,1605976211153.4500
zhenyi10,TapGazer,GS,WC,r,f,tap,170.1381,0,0,1605976211323.5900
zhenyi10,TapGazer,GS,WC,i,r,tap,233.8838,0,0,1605976211557.4700
zhenyi10,TapGazer,GS,WC,e,i,tap,80.7677,0,0,1605976211638.2400
zhenyi10,TapGazer,GS,WC,n,e,tap,179.5183,0,0,1605976211817.7500
zhenyi10,TapGazer,GS,WC,d,n,tap,123.6708,0,0,1605976211941.4300
zhenyi10,TapGazer,GS,WC,l,d,tap,647.9778,0,0,1605976212590.3700
zhenyi10,TapGazer,GS,WC,y,l,tap,212.6363,0,0,1605976212803.0000
zhenyi10,TapGazer,GS,WC,space,y,selection,219.3326,1,0,1605976213022.3400
new session
zhenyi10,TapGazer,GS,WC,t,,tap,0.0000,0,0,1605976227136.9900
zhenyi10,TapGazer,GS,WC,h,t,tap,116.6518,0,0,1605976227253.6400
zhenyi10,TapGazer,GS,WC,a,h,tap,31.9311,0,0,1605976227285.5700
zhenyi10,TapGazer,GS,WC,k,a,tap,255.6170,0,0,1605976227541.1900
zhenyi10,TapGazer,GS,WC,caps,k,deletion,667.1859,0,0,1605976228208.3700
zhenyi10,TapGazer,GS,WC,t,caps,tap,204.5336,0,0,1605976228412.9100
zhenyi10,TapGazer,GS,WC,h,t,tap,91.4720,0,0,1605976228504.3800
zhenyi10,TapGazer,GS,WC,a,h,tap,310.9259,0,0,1605976228815.3100
zhenyi10,TapGazer,GS,WC,n,a,tap,777.8695,0,0,1605976229593.1800
zhenyi10,TapGazer,GS,WC,k,n,tap,151.5858,0,0,1605976229744.7600
zhenyi10,TapGazer,GS,WC,space,k,selection,382.6394,2,0,1605976230127.4000
zhenyi10,TapGazer,GS,WC,y,space,tap,332.1919,0,0,1605976230459.5900
zhenyi10,TapGazer,GS,WC,o,y,tap,68.8222,0,0,1605976230528.4100
zhenyi10,TapGazer,GS,WC,u,o,tap,102.2145,0,0,1605976230630.6300
zhenyi10,TapGazer,GS,WC,space,u,selection,141.6499,10,0,1605976230772.2800
zhenyi10,TapGazer,GS,WC,f,space,tap,155.1524,0,0,1605976230927.4300
zhenyi10,TapGazer,GS,WC,o,f,tap,109.4467,0,0,1605976231036.8800
zhenyi10,TapGazer,GS,WC,r,o,tap,103.7005,0,0,1605976231140.5800
zhenyi10,TapGazer,GS,WC,space,r,selection,289.0467,10,0,1605976231429.6300
zhenyi10,TapGazer,GS,WC,y,space,tap,88.4399,0,0,1605976231518.0700
zhenyi10,TapGazer,GS,WC,o,y,tap,68.5023,0,0,1605976231586.5700
zhenyi10,TapGazer,GS,WC,u,o,tap,121.7060,0,0,1605976231708.2700
zhenyi10,TapGazer,GS,WC,r,u,tap,33.5901,0,0,1605976231741.8600
zhenyi10,TapGazer,GS,WC,space,r,selection,248.7681,10,0,1605976231990.6300
zhenyi10,TapGazer,GS,WC,h,space,tap,106.7110,0,0,1605976232097.3400
zhenyi10,TapGazer,GS,WC,e,h,tap,181.6392,0,0,1605976232278.9800
zhenyi10,TapGazer,GS,WC,l,e,tap,1.9715,0,0,1605976232280.9500
zhenyi10,TapGazer,GS,WC,p,l,tap,334.6466,0,0,1605976232615.6000
zhenyi10,TapGazer,GS,WC,space,p,selection,315.2548,5,0,1605976232930.8600
zhenyi10,TapGazer,GS,WC,n,,tap,0.0000,0,0,1605976233477.7300
zhenyi10,TapGazer,GS,WC,o,n,tap,78.0363,0,0,1605976233555.7600
zhenyi10,TapGazer,GS,WC,space,o,selection,235.1707,10,0,1605976233790.9300
zhenyi10,TapGazer,GS,WC,e,space,tap,122.8733,0,0,1605976233913.8100
zhenyi10,TapGazer,GS,WC,x,e,tap,178.9181,0,0,1605976234092.9600
zhenyi10,TapGazer,GS,WC,c,x,tap,273.5210,0,0,1605976234366.4800
zhenyi10,TapGazer,GS,WC,h,c,tap,135.3283,0,0,1605976234501.8100
zhenyi10,TapGazer,GS,WC,a,h,tap,79.6066,0,0,1605976234581.4100
zhenyi10,TapGazer,GS,WC,n,a,tap,86.7553,0,0,1605976234668.1700
zhenyi10,TapGazer,GS,WC,g,n,tap,91.7539,0,0,1605976234759.9200
zhenyi10,TapGazer,GS,WC,e,g,tap,102.7922,0,0,1605976234862.7200
zhenyi10,TapGazer,GS,WC,space,e,selection,290.1978,2,0,1605976235152.9100
zhenyi10,TapGazer,GS,WC,w,space,tap,178.6225,0,0,1605976235332.5300
zhenyi10,TapGazer,GS,WC,i,w,tap,100.9511,0,0,1605976235433.4800
zhenyi10,TapGazer,GS,WC,t,i,tap,55.8857,0,0,1605976235489.3700
zhenyi10,TapGazer,GS,WC,h,t,tap,98.0452,0,0,1605976235587.4100
zhenyi10,TapGazer,GS,WC,o,h,tap,89.5175,0,0,1605976235676.9300
zhenyi10,TapGazer,GS,WC,u,o,tap,78.1935,0,0,1605976235755.1300
zhenyi10,TapGazer,GS,WC,t,u,tap,66.4980,0,0,1605976235821.6200
zhenyi10,TapGazer,GS,WC,space,t,selection,280.9711,1,0,1605976236102.5900
zhenyi10,TapGazer,GS,WC,a,space,tap,179.5020,0,0,1605976236282.1000
zhenyi10,TapGazer,GS,WC,space,a,selection,99.3429,10,0,1605976236381.4400
zhenyi10,TapGazer,GS,WC,b,space,tap,598.9435,0,0,1605976236980.3800
zhenyi10,TapGazer,GS,WC,i,b,tap,112.0736,0,0,1605976237092.4600
zhenyi10,TapGazer,GS,WC,l,i,tap,88.7627,0,0,1605976237181.2200
zhenyi10,TapGazer,GS,WC,l,l,tap,179.5200,0,0,1605976237360.7400
zhenyi10,TapGazer,GS,WC,space,l,selection,282.6902,10,0,1605976237643.4300
zhenyi10,TapGazer,GS,WC,t,,tap,0.0000,0,0,1605976238236.9200
zhenyi10,TapGazer,GS,WC,h,t,tap,79.5534,0,0,1605976238316.4800
zhenyi10,TapGazer,GS,WC,e,h,tap,65.7914,0,0,1605976238382.2700
zhenyi10,TapGazer,GS,WC,space,e,selection,210.6329,10,0,1605976238592.9000
zhenyi10,TapGazer,GS,WC,e,space,tap,102.6143,0,0,1605976238695.5200
zhenyi10,TapGazer,GS,WC,a,e,tap,97.7949,0,0,1605976238793.3100
zhenyi10,TapGazer,GS,WC,r,a,tap,101.7579,0,0,1605976238895.0700
zhenyi10,TapGazer,GS,WC,l,r,tap,133.6357,0,0,1605976239028.7000
zhenyi10,TapGazer,GS,WC,y,l,tap,122.9266,0,0,1605976239151.6300
zhenyi10,TapGazer,GS,WC,space,y,selection,333.7132,1,0,1605976239485.3400
zhenyi10,TapGazer,GS,WC,b,space,tap,399.0157,0,0,1605976239884.3600
zhenyi10,TapGazer,GS,WC,i,b,tap,78.7819,0,0,1605976239963.1400
zhenyi10,TapGazer,GS,WC,r,i,tap,123.2572,0,0,1605976240086.4000
zhenyi10,TapGazer,GS,WC,d,r,tap,144.6158,0,0,1605976240231.0200
zhenyi10,TapGazer,GS,WC,space,d,selection,317.6081,10,3,1605976240548.6200
zhenyi10,TapGazer,GS,WC,g,space,tap,335.1671,0,0,1605976240883.7900
zhenyi10,TapGazer,GS,WC,e,g,tap,92.2646,0,0,1605976240976.0500
zhenyi10,TapGazer,GS,WC,t,e,tap,121.5094,0,0,1605976241097.5600
zhenyi10,TapGazer,GS,WC,s,t,tap,138.2116,0,0,1605976241235.7800
zhenyi10,TapGazer,GS,WC,space,s,selection,245.3122,6,0,1605976241482.0900
zhenyi10,TapGazer,GS,WC,t,space,tap,90.7257,0,0,1605976241572.8200
zhenyi10,TapGazer,GS,WC,h,t,tap,125.6423,0,0,1605976241698.4600
zhenyi10,TapGazer,GS,WC,e,h,tap,70.9457,0,0,1605976241769.4100
zhenyi10,TapGazer,GS,WC,space,e,selection,116.6624,10,0,1605976241886.0700
zhenyi10,TapGazer,GS,WC,w,space,tap,166.6741,0,0,1605976242052.7400
zhenyi10,TapGazer,GS,WC,o,w,tap,89.9230,0,0,1605976242142.6700
zhenyi10,TapGazer,GS,WC,r,o,tap,44.8798,0,0,1605976242187.5500
zhenyi10,TapGazer,GS,WC,k,r,tap,174.0455,0,0,1605976242361.5900
zhenyi10,TapGazer,GS,WC,j,k,tap,1.9939,0,0,1605976242363.5900
zhenyi10,TapGazer,GS,WC,space,j,selection,638.0066,10,1,1605976243001.5900
zhenyi10,TapGazer,GS,WC,b,,tap,0.0000,0,0,1605976243698.1900
zhenyi10,TapGazer,GS,WC,u,b,tap,79.3550,0,0,1605976243777.5400
zhenyi10,TapGazer,GS,WC,c,u,tap,119.8335,0,0,1605976243897.3800
zhenyi10,TapGazer,GS,WC,k,c,tap,91.9525,0,0,1605976243989.3300
zhenyi10,TapGazer,GS,WC,l,k,tap,355.9040,0,0,1605976244345.2300
zhenyi10,TapGazer,GS,WC,e,l,tap,67.7877,0,0,1605976244413.0200
zhenyi10,TapGazer,GS,WC,space,e,selection,357.1396,1,0,1605976244770.1600
zhenyi10,TapGazer,GS,WC,u,space,tap,146.9941,0,0,1605976244917.1600
zhenyi10,TapGazer,GS,WC,p,u,tap,64.6352,0,0,1605976244981.7900
zhenyi10,TapGazer,GS,WC,space,p,selection,368.9170,10,0,1605976245350.7100
zhenyi10,TapGazer,GS,WC,f,space,tap,149.5674,0,0,1605976245500.2700
zhenyi10,TapGazer,GS,WC,o,f,tap,82.5114,0,0,1605976245582.7900
zhenyi10,TapGazer,GS,WC,r,o,tap,109.7326,0,0,1605976245692.5200
zhenyi10,TapGazer,GS,WC,space,r,selection,168.5243,10,0,1605976245861.0400
zhenyi10,TapGazer,GS,WC,s,space,tap,144.5093,0,0,1605976246005.5500
zhenyi10,TapGazer,GS,WC,a,s,tap,55.8500,0,0,1605976246061.4000
zhenyi10,TapGazer,GS,WC,f,a,tap,130.2868,0,0,1605976246191.6900
zhenyi10,TapGazer,GS,WC,e,f,tap,115.6984,0,0,1605976246307.3900
zhenyi10,TapGazer,GS,WC,t,e,tap,233.4267,0,0,1605976246540.8100
zhenyi10,TapGazer,GS,WC,y,t,tap,193.4818,0,0,1605976246734.3000
zhenyi10,TapGazer,GS,WC,space,y,selection,382.8620,1,0,1605976247117.1600
zhenyi10,TapGazer,GS,WC,t,,tap,0.0000,0,0,1605976247663.0400
zhenyi10,TapGazer,GS,WC,h,t,tap,101.5281,0,0,1605976247764.5700
zhenyi10,TapGazer,GS,WC,i,h,tap,54.8925,0,0,1605976247819.4600
zhenyi10,TapGazer,GS,WC,s,i,tap,89.7637,0,0,1605976247909.2200
zhenyi10,TapGazer,GS,WC,space,s,selection,278.7930,1,0,1605976248188.0200
zhenyi10,TapGazer,GS,WC,i,space,tap,131.1920,0,0,1605976248319.2100
zhenyi10,TapGazer,GS,WC,s,i,tap,89.8425,0,0,1605976248409.0500
zhenyi10,TapGazer,GS,WC,space,s,selection,332.2532,10,0,1605976248741.3000
zhenyi10,TapGazer,GS,WC,t,space,tap,190.4653,0,0,1605976248931.7700
zhenyi10,TapGazer,GS,WC,o,t,tap,104.7298,0,0,1605976249036.5000
zhenyi10,TapGazer,GS,WC,o,o,tap,146.9850,0,0,1605976249183.4800
zhenyi10,TapGazer,GS,WC,space,o,selection,311.5462,10,0,1605976249495.0300
zhenyi10,TapGazer,GS,WC,m,space,tap,226.3442,0,0,1605976249721.3700
zhenyi10,TapGazer,GS,WC,u,m,tap,129.6913,0,0,1605976249851.0700
zhenyi10,TapGazer,GS,WC,c,u,tap,88.7510,0,0,1605976249939.8200
zhenyi10,TapGazer,GS,WC,h,c,tap,124.6670,0,0,1605976250064.4800
zhenyi10,TapGazer,GS,WC,space,h,selection,470.2569,6,0,1605976250534.8100
zhenyi10,TapGazer,GS,WC,t,space,tap,278.7398,0,0,1605976250813.5500
zhenyi10,TapGazer,GS,WC,o,t,tap,89.9020,0,0,1605976250903.4500
zhenyi10,TapGazer,GS,WC,space,o,selection,289.2054,10,0,1605976251192.6600
zhenyi10,TapGazer,GS,WC,h,space,tap,85.4572,0,0,1605976251278.1100
zhenyi10,TapGazer,GS,WC,a,h,tap,78.8040,0,0,1605976251356.9200
zhenyi10,TapGazer,GS,WC,n,a,tap,121.2094,0,0,1605976251478.1300
zhenyi10,TapGazer,GS,WC,d,n,tap,56.8457,0,0,1605976251534.9700
zhenyi10,TapGazer,GS,WC,l,d,tap,133.5818,0,0,1605976251668.5500
zhenyi10,TapGazer,GS,WC,e,l,tap,90.3595,0,0,1605976251758.9100
zhenyi10,TapGazer,GS,WC,space,e,selection,359.8761,2,0,1605976252118.7900
zhenyi10,TapGazer,GS,WC,p,,tap,0.0000,0,0,1605976252711.8100
zhenyi10,TapGazer,GS,WC,r,p,tap,101.2741,0,0,1605976252813.0800
zhenyi10,TapGazer,GS,WC,o,r,tap,112.6986,0,0,1605976252925.7800
zhenyi10,TapGazer,GS,WC,t,o,tap,143.6195,0,0,1605976253069.4000
zhenyi10,TapGazer,GS,WC,e,t,tap,77.8068,0,0,1605976253147.2100
zhenyi10,TapGazer,GS,WC,c,e,tap,201.4663,0,0,1605976253348.6800
zhenyi10,TapGazer,GS,WC,t,c,tap,156.6492,0,0,1605976253505.3200
zhenyi10,TapGazer,GS,WC,space,t,selection,403.7554,5,0,1605976253909.0800
zhenyi10,TapGazer,GS,WC,y,space,tap,518.9754,0,0,1605976254428.0600
zhenyi10,TapGazer,GS,WC,o,y,tap,90.7567,0,0,1605976254518.8100
zhenyi10,TapGazer,GS,WC,u,o,tap,109.2781,0,0,1605976254628.0900
zhenyi10,TapGazer,GS,WC,r,u,tap,78.4417,0,0,1605976254706.5300
zhenyi10,TapGazer,GS,WC,space,r,selection,385.9969,10,0,1605976255092.5300
zhenyi10,TapGazer,GS,WC,e,space,tap,401.0412,0,0,1605976255493.5700
zhenyi10,TapGazer,GS,WC,n,e,tap,112.3190,0,0,1605976255605.8900
zhenyi10,TapGazer,GS,WC,v,n,tap,120.7299,0,0,1605976255726.6200
zhenyi10,TapGazer,GS,WC,i,v,tap,145.0232,0,0,1605976255871.6400
zhenyi10,TapGazer,GS,WC,r,i,tap,102.7261,0,0,1605976255974.3700
zhenyi10,TapGazer,GS,WC,o,r,tap,120.9070,0,0,1605976256095.2800
zhenyi10,TapGazer,GS,WC,n,o,tap,166.5125,0,0,1605976256261.7900
zhenyi10,TapGazer,GS,WC,space,n,selection,304.2477,3,0,1605976256566.0400
zhenyi10,TapGazer,GS,WC,w,,tap,0.0000,0,0,1605976257141.4400
zhenyi10,TapGazer,GS,WC,o,w,tap,78.7672,0,0,1605976257220.2100
zhenyi10,TapGazer,GS,WC,r,o,tap,88.7895,0,0,1605976257309.0000
zhenyi10,TapGazer,GS,WC,l,r,tap,133.6126,0,0,1605976257442.6100
zhenyi10,TapGazer,GS,WC,d,l,tap,112.6976,0,0,1605976257555.3100
zhenyi10,TapGazer,GS,WC,space,d,selection,150.1159,3,0,1605976257705.4300
zhenyi10,TapGazer,GS,WC,p,space,tap,133.2399,0,0,1605976257838.6700
zhenyi10,TapGazer,GS,WC,o,p,tap,168.5369,0,0,1605976258007.2000
zhenyi10,TapGazer,GS,WC,p,o,tap,232.9294,0,0,1605976258240.1300
zhenyi10,TapGazer,GS,WC,u,p,tap,102.4143,0,0,1605976258342.5500
zhenyi10,TapGazer,GS,WC,l,u,tap,120.6792,0,0,1605976258463.2300
zhenyi10,TapGazer,GS,WC,a,l,tap,136.2325,0,0,1605976258599.4600
zhenyi10,TapGazer,GS,WC,t,a,tap,99.4501,0,0,1605976258698.9100
zhenyi10,TapGazer,GS,WC,i,t,tap,123.5977,0,0,1605976258822.5100
zhenyi10,TapGazer,GS,WC,o,i,tap,43.9169,0,0,1605976258867.4200
zhenyi10,TapGazer,GS,WC,n,o,tap,89.7925,0,0,1605976258957.2100
zhenyi10,TapGazer,GS,WC,space,n,selection,265.6179,2,0,1605976259223.8000
zhenyi10,TapGazer,GS,WC,i,space,tap,267.9753,0,0,1605976259491.7700
zhenyi10,TapGazer,GS,WC,s,i,tap,90.7867,0,0,1605976259582.5600
